"","X.1","Category","Code","Occupation","Sectors","X2016.National.Employment.Matrix","OCC.Group","Occ.Type","X2016.Current","X2026.Projected","Employment.Percent","X","Change.Number","Change.Percent","Occupational.Openings.2016.26.Annual.Average","OCC.Type","OCC_CODE","OCC_GROUP","TOT_EMP","EMP_PRSE","H_MEAN","A_MEAN","MEAN_PRSE","H_PCT10","H_PCT25","H_MEDIAN","H_PCT75","H_PCT90","A_PCT10","A_PCT25","A_MEDIAN","A_PCT75","A_PCT90","ANNUAL","HOURLY"
"345",345,"Green New & Emerging","17-2199.06","Microsystems Engineers","Research, Design, and Consulting Services",NA,NA,NA,"133","142.5",NA,NA,9.5,1.071428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.62,NA,NA,NA,NA,143,NA,NA,NA,NA
"346",346,"Green New & Emerging","17-2199.09","Nanosystems Engineers","Manufacturing",NA,NA,NA,"133","142.5",NA,NA,9.5,1.071428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.62,NA,NA,NA,NA,143,NA,NA,NA,NA
"347",347,"Green New & Emerging","17-2199.09","Nanosystems Engineers","Research, Design, and Consulting Services",NA,NA,NA,"133","142.5",NA,NA,9.5,1.071428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.62,NA,NA,NA,NA,143,NA,NA,NA,NA
"348",348,"Green New & Emerging","17-3029.12","Nanotechnology Engineering Technicians","Manufacturing",NA,NA,NA,"77","84.1",NA,NA,7.1,1.092207792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.38,NA,NA,NA,NA,102,NA,NA,NA,NA
"349",349,"Green New & Emerging","17-3029.11","Nanotechnology Engineering Technologists","Manufacturing",NA,NA,NA,"77","84.1",NA,NA,7.1,1.092207792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.38,NA,NA,NA,NA,102,NA,NA,NA,NA
"350",350,"Green New & Emerging","17-3029.11","Nanotechnology Engineering Technologists","Research, Design, and Consulting Services",NA,NA,NA,"77","84.1",NA,NA,7.1,1.092207792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.38,NA,NA,NA,NA,102,NA,NA,NA,NA
"351",351,"Green New & Emerging","17-2199.07","Photonics Engineers","Manufacturing",NA,NA,NA,"133","142.5",NA,NA,9.5,1.071428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.62,NA,NA,NA,NA,143,NA,NA,NA,NA
"352",352,"Green New & Emerging","17-2199.07","Photonics Engineers","Research, Design, and Consulting Services",NA,NA,NA,"133","142.5",NA,NA,9.5,1.071428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.62,NA,NA,NA,NA,143,NA,NA,NA,NA
"353",353,"Green New & Emerging","17-3029.08","Photonics Technicians","Manufacturing",NA,NA,NA,"77","84.1",NA,NA,7.1,1.092207792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.38,NA,NA,NA,NA,102,NA,NA,NA,NA
"354",354,"Green New & Emerging","17-3029.08","Photonics Technicians","Research, Design, and Consulting Services",NA,NA,NA,"77","84.1",NA,NA,7.1,1.092207792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.38,NA,NA,NA,NA,102,NA,NA,NA,NA
"355",355,"Green New & Emerging","19-4099.02","Precision Agriculture Technicians","Agriculture and Forestry",NA,NA,NA,"76","85.9",NA,NA,9.9,1.130263158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.88,NA,NA,NA,NA,68,NA,NA,NA,NA
"356",356,"Green New & Emerging","19-4099.02","Precision Agriculture Technicians","Research, Design, and Consulting Services",NA,NA,NA,"76","85.9",NA,NA,9.9,1.130263158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.88,NA,NA,NA,NA,68,NA,NA,NA,NA
"357",357,"Green New & Emerging","51-9199.01","Recycling and Reclamation Workers","Recycling and Waste Reduction",NA,NA,NA,"264","295.4",NA,NA,31.4,1.118939394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,NA,NA,NA,NA,21,NA,NA,NA,NA
"358",358,"Green New & Emerging","53-1021.01","Recycling Coordinators","Recycling and Waste Reduction",NA,NA,NA,"184","205",NA,NA,21,1.114130435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.67,NA,NA,NA,NA,83,NA,NA,NA,NA
"359",359,"Green New & Emerging","11-9199.01","Regulatory Affairs Managers","Governmental and Regulatory Administration",NA,NA,NA,"992","1071.2",NA,NA,79.2,1.07983871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.67,NA,NA,NA,NA,9,NA,NA,NA,NA
"360",360,"Green New & Emerging","13-1041.07","Regulatory Affairs Specialists","Governmental and Regulatory Administration",NA,NA,NA,"288","313.9",NA,NA,25.9,1.089930556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.1,NA,NA,NA,NA,112,NA,NA,NA,NA
"361",361,"Green New & Emerging","19-2099.01","Remote Sensing Scientists and Technologists","Research, Design, and Consulting Services",NA,NA,NA,"24","26",NA,NA,2,1.083333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.55,NA,NA,NA,NA,8,NA,NA,NA,NA
"362",362,"Green New & Emerging","19-4099.03","Remote Sensing Technicians","Research, Design, and Consulting Services",NA,NA,NA,"76","85.9",NA,NA,9.9,1.130263158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.88,NA,NA,NA,NA,68,NA,NA,NA,NA
"363",363,"Green New & Emerging","13-2099.02","Risk Management Specialists","Research, Design, and Consulting Services",NA,NA,NA,"136","149.1",NA,NA,13.1,1.096323529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.79,NA,NA,NA,NA,113,NA,NA,NA,NA
"364",364,"Green New & Emerging","17-2199.08","Robotics Engineers","Manufacturing",NA,NA,NA,"133","142.5",NA,NA,9.5,1.071428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.62,NA,NA,NA,NA,143,NA,NA,NA,NA
"365",365,"Green New & Emerging","17-2199.08","Robotics Engineers","Research, Design, and Consulting Services",NA,NA,NA,"133","142.5",NA,NA,9.5,1.071428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.62,NA,NA,NA,NA,143,NA,NA,NA,NA
"366",366,"Green New & Emerging","17-3024.01","Robotics Technicians","Manufacturing",NA,NA,NA,"14","15.2",NA,NA,1.2,1.085714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.78,NA,NA,NA,NA,88,NA,NA,NA,NA
"367",367,"Green New & Emerging","17-3024.01","Robotics Technicians","Research, Design, and Consulting Services",NA,NA,NA,"14","15.2",NA,NA,1.2,1.085714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.78,NA,NA,NA,NA,88,NA,NA,NA,NA
"368",368,"Green New & Emerging","41-3031.03","Securities and Commodities Traders","Energy Trading",NA,NA,NA,"376","414",NA,NA,38,1.10106383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.38,NA,NA,NA,NA,105,NA,NA,NA,NA
"369",369,"Green New & Emerging","41-3031.03","Securities and Commodities Traders","Research, Design, and Consulting Services",NA,NA,NA,"376","414",NA,NA,38,1.10106383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.38,NA,NA,NA,NA,105,NA,NA,NA,NA
"370",370,"Green New & Emerging","47-1011.03","Solar Energy Installation Managers","Renewable Energy Generation",NA,NA,NA,"603","671.5",NA,NA,68.5,1.113598673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.36,NA,NA,NA,NA,107,NA,NA,NA,NA
"371",371,"Green New & Emerging","17-2199.11","Solar Energy Systems Engineers","Renewable Energy Generation",NA,NA,NA,"133","142.5",NA,NA,9.5,1.071428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.62,NA,NA,NA,NA,143,NA,NA,NA,NA
"372",372,"Green New & Emerging","47-2231.00","Solar Photovoltaic Installers","Renewable Energy Generation","Solar photovoltaic installers","47-2231","Line item","11.3","23.1",0,0,11.8,2.044247788,3,"Line item","47-2230","broad","8,950",9.6,22.12,"46,010",2.1,14.51,16.97,20.52,25.2,"30.57","30,180","35,310",50,"52,410","63,580",NA,NA
"373",373,"Green New & Emerging","47-2231.00","Solar Photovoltaic Installers","Renewable Energy Generation","Solar photovoltaic installers","47-2231","Line item","11.3","23.1",0,0,11.8,2.044247788,3,"Line item","47-2231","detailed","8,950",9.6,22.12,"46,010",2.1,14.51,16.97,20.52,25.2,"30.57","30,180","35,310",50,"52,410","63,580",NA,NA
"374",374,"Green New & Emerging","41-4011.07","Solar Sales Representatives and Assessors","Renewable Energy Generation",NA,NA,NA,"344","381",NA,NA,37,1.10755814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.31,NA,NA,NA,NA,126,NA,NA,NA,NA
"375",375,"Green New & Emerging","47-4099.02","Solar Thermal Installers and Technicians","Renewable Energy Generation",NA,NA,NA,"43","48.1",NA,NA,5.1,1.118604651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.68,NA,NA,NA,NA,37,NA,NA,NA,NA
"376",376,"Green New & Emerging","11-9199.04","Supply Chain Managers","Manufacturing",NA,NA,NA,"992","1071.2",NA,NA,79.2,1.07983871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.67,NA,NA,NA,NA,9,NA,NA,NA,NA
"377",377,"Green New & Emerging","11-9199.04","Supply Chain Managers","Research, Design, and Consulting Services",NA,NA,NA,"992","1071.2",NA,NA,79.2,1.07983871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.67,NA,NA,NA,NA,9,NA,NA,NA,NA
"378",378,"Green New & Emerging","11-9199.04","Supply Chain Managers","Transportation",NA,NA,NA,"992","1071.2",NA,NA,79.2,1.07983871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.67,NA,NA,NA,NA,9,NA,NA,NA,NA
"379",379,"Green New & Emerging","13-1199.05","Sustainability Specialists","Governmental and Regulatory Administration",NA,NA,NA,"1,024","104.2",NA,NA,-919.8,0.101757813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.91,NA,NA,NA,NA,114,NA,NA,NA,NA
"380",380,"Green New & Emerging","17-2051.01","Transportation Engineers","Research, Design, and Consulting Services",NA,NA,NA,"304","329.9",NA,NA,25.9,1.085197368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.65,NA,NA,NA,NA,130,NA,NA,NA,NA
"381",381,"Green New & Emerging","17-2051.01","Transportation Engineers","Transportation",NA,NA,NA,"304","329.9",NA,NA,25.9,1.085197368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.65,NA,NA,NA,NA,130,NA,NA,NA,NA
"382",382,"Green New & Emerging","19-3099.01","Transportation Planners","Governmental and Regulatory Administration ",NA,NA,NA,"42","46.2",NA,NA,4.2,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.11,NA,NA,NA,NA,127,NA,NA,NA,NA
"383",383,"Green New & Emerging","19-3099.01","Transportation Planners","Research, Design, and Consulting Services",NA,NA,NA,"42","46.2",NA,NA,4.2,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.11,NA,NA,NA,NA,127,NA,NA,NA,NA
"384",384,"Green New & Emerging","19-3099.01","Transportation Planners","Transportation",NA,NA,NA,"42","46.2",NA,NA,4.2,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.11,NA,NA,NA,NA,127,NA,NA,NA,NA
"385",385,"Green New & Emerging","17-2199.02","Validation Engineers","Manufacturing",NA,NA,NA,"133","142.5",NA,NA,9.5,1.071428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.62,NA,NA,NA,NA,143,NA,NA,NA,NA
"386",386,"Green New & Emerging","17-2199.02","Validation Engineers","Research, Design, and Consulting Services",NA,NA,NA,"133","142.5",NA,NA,9.5,1.071428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.62,NA,NA,NA,NA,143,NA,NA,NA,NA
"387",387,"Green New & Emerging","11-9121.02","Water Resource Specialists","Environment Protection",NA,NA,NA,"57","62.2",NA,NA,5.2,1.09122807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.55,NA,NA,NA,NA,14,NA,NA,NA,NA
"388",388,"Green New & Emerging","17-2081.01","Water/Wastewater Engineers","Environment Protection",NA,NA,NA,"54","58",NA,NA,4,1.074074074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.13,NA,NA,NA,NA,133,NA,NA,NA,NA
"389",389,"Green New & Emerging","47-4099.03","Weatherization Installers and Technicians","Energy Efficiency",NA,NA,NA,"43","48.1",NA,NA,5.1,1.118604651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.68,NA,NA,NA,NA,37,NA,NA,NA,NA
"390",390,"Green New & Emerging","17-2199.10","Wind Energy Engineers","Renewable Energy Generation",NA,NA,NA,"133","142.5",NA,NA,9.5,1.071428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.62,NA,NA,NA,NA,143,NA,NA,NA,NA
"391",391,"Green New & Emerging","11-9199.09","Wind Energy Operations Managers","Renewable Energy Generation",NA,NA,NA,"992","1071.2",NA,NA,79.2,1.07983871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.67,NA,NA,NA,NA,9,NA,NA,NA,NA
"392",392,"Green New & Emerging","11-9199.10","Wind Energy Project Managers","Renewable Energy Generation",NA,NA,NA,"992","1071.2",NA,NA,79.2,1.07983871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.67,NA,NA,NA,NA,9,NA,NA,NA,NA
"393",393,"Green New & Emerging","49-9081.00","Wind Turbine Service Technicians","Renewable Energy Generation","Wind turbine service technicians","49-9081","Line item","5.8","11.3",0,0,5.6,96.3,1.4,"Line item","49-9080","broad","5,580",12,27.88,"58,000",1.8,18.17,21.36,26.14,33.44,"40.17","37,780","44,430",76,"69,550","83,560",NA,NA
"394",394,"Green New & Emerging","49-9081.00","Wind Turbine Service Technicians","Renewable Energy Generation","Wind turbine service technicians","49-9081","Line item","5.8","11.3",0,0,5.6,96.3,1.4,"Line item","49-9081","detailed","5,580",12,27.88,"58,000",1.8,18.17,21.36,26.14,33.44,"40.17","37,780","44,430",76,"69,550","83,560",NA,NA
