Year,Job Count,Category,Code,Occupation,Sectors,Change.Number
2026,62.2,Green New & Emerging,11-9121.02,Water Resource Specialists,Environment Protection,
2026,240.4,Green Enhanced Skills,11-2021.00,Marketing Managers,"Research, Design, and Consulting Services",
2026,190,Green Enhanced Skills,11-9041.00,Architectural and Engineering Managers,"Research, Design, and Consulting Services",
2026,190,Green Enhanced Skills,11-9041.00,Architectural and Engineering Managers,"Research, Design, and Consulting Services",
2026,190,Green Enhanced Skills,11-9041.00,Architectural and Engineering Managers,Environment Protection,
2026,190,Green Enhanced Skills,11-9041.00,Architectural and Engineering Managers,Environment Protection,
2026,193.6,Green New & Emerging,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Renewable Energy Generation,
2026,329,Green New & Emerging,11-1011.03,Chief Sustainability Officers,GOVT and Regulatory,
2026,17.4,Green Enhanced Skills,19-4041.02,Geological Sample Test Technicians,Renewable Energy Generation,
2026,17.4,Green Enhanced Skills,19-4041.02,Geological Sample Test Technicians,"Research, Design, and Consulting Services",
2026,16.9,Green Enhanced Skills,19-4041.01,Geophysical Data Technicians,"Research, Design, and Consulting Services",
2026,139.8,Green Enhanced Skills,17-3023.03,Electrical Engineering Technicians,Manufacturing,
